article_id,title,url,qid,topic,title_en,categories,n_sentences
8733754,Scarpe da spettatore,https://it.wikipedia.org/wiki?curid=8733754,,,,,4
8733757,Rebel Never Gets Old,https://it.wikipedia.org/wiki?curid=8733757,,,,,2
8733765,Athlītikī Enōsis Kōnstantinoupoleōs 2020-2021 (pallacanestro),https://it.wikipedia.org/wiki?curid=8733765,,,,,2
8733776,Everyone Says 'Hi',https://it.wikipedia.org/wiki?curid=8733776,,,,,1
8733781,Zvezda (rete televisiva russa),https://it.wikipedia.org/wiki?curid=8733781,,,,,2
8733782,Bullshit (Federica Carta),https://it.wikipedia.org/wiki?curid=8733782,,,,,3
8733801,I've Been Waiting for You (Neil Young),https://it.wikipedia.org/wiki?curid=8733801,,,,,3
8733804,Medaglia Oersted,https://it.wikipedia.org/wiki?curid=8733804,,,,,6
8733814,Philippe Thomas,https://it.wikipedia.org/wiki?curid=8733814,,,,,11
8733818,Il miniaturista,https://it.wikipedia.org/wiki?curid=8733818,,,,,20
8733823,Seven (David Bowie),https://it.wikipedia.org/wiki?curid=8733823,,,,,1
8733828,Episodi di Taxi (prima stagione),https://it.wikipedia.org/wiki?curid=8733828,,,,,1
8733830,The Pretty Things Are Going to Hell,https://it.wikipedia.org/wiki?curid=8733830,,,,,1
8733832,Episodi di Taxi (seconda stagione),https://it.wikipedia.org/wiki?curid=8733832,,,,,1
8733835,Episodi di Taxi (terza stagione),https://it.wikipedia.org/wiki?curid=8733835,,,,,1
8733836,Episodi di Taxi (quarta stagione),https://it.wikipedia.org/wiki?curid=8733836,,,,,1
8733838,Episodi di Taxi (quinta stagione),https://it.wikipedia.org/wiki?curid=8733838,,,,,1
8733842,Owen Davis,https://it.wikipedia.org/wiki?curid=8733842,,,,,7
8733846,Easy (Federica Carta),https://it.wikipedia.org/wiki?curid=8733846,,,,,3
8733847,The Buddha of Suburbia (singolo),https://it.wikipedia.org/wiki?curid=8733847,,,,,3
8733850,Dogs/Call Me Lightning,https://it.wikipedia.org/wiki?curid=8733850,,,,,1
8733859,Diego Ormaechea,https://it.wikipedia.org/wiki?curid=8733859,,,,,11
8733860,Miracle Goodnight,https://it.wikipedia.org/wiki?curid=8733860,,,,,2
8733861,Battaglia di Stegeborg,https://it.wikipedia.org/wiki?curid=8733861,,,,,3
8733864,Jerome Weidman,https://it.wikipedia.org/wiki?curid=8733864,,,,,4
8733869,Palandöken Belediyesi Spor Kulübü 2014-2015,https://it.wikipedia.org/wiki?curid=8733869,,,,,1
8733872,Black Tie White Noise (singolo),https://it.wikipedia.org/wiki?curid=8733872,,,,,3
8733874,Giorgio Perrotta,https://it.wikipedia.org/wiki?curid=8733874,,,,,9
8733875,Chiesa del Sacro Cuore di Gesù (Parre),https://it.wikipedia.org/wiki?curid=8733875,,,,,18
8733881,Tad Mosel,https://it.wikipedia.org/wiki?curid=8733881,,,,,5
8733882,Real Cool World,https://it.wikipedia.org/wiki?curid=8733882,,,,,1
8733903,Mollie McConnell,https://it.wikipedia.org/wiki?curid=8733903,,,,,3
8733906,Autunno (romanzo),https://it.wikipedia.org/wiki?curid=8733906,,,,,16
8733913,Stash (Bongzilla),https://it.wikipedia.org/wiki?curid=8733913,,,,,1
8733931,Peter and the Wolf (David Bowie),https://it.wikipedia.org/wiki?curid=8733931,,,,,1
8733944,Enea a Cartagine,https://it.wikipedia.org/wiki?curid=8733944,,,,,2
8733960,Ola (fiume),https://it.wikipedia.org/wiki?curid=8733960,,,,,1
8733975,Morrie Ryskind,https://it.wikipedia.org/wiki?curid=8733975,,,,,5
8733987,Association sportive de Monaco 2017-2018 (pallacanestro),https://it.wikipedia.org/wiki?curid=8733987,,,,,2
8733990,Ernő Goldfinger,https://it.wikipedia.org/wiki?curid=8733990,,,,,24
8734008,Giornata europea delle persone con disabilità,https://it.wikipedia.org/wiki?curid=8734008,,,,,6
8734009,Rocambole (film 1947),https://it.wikipedia.org/wiki?curid=8734009,,,,,4
8734011,Challenger Eckental 2020,https://it.wikipedia.org/wiki?curid=8734011,,,,,6
8734024,Olamide Zaccheaus,https://it.wikipedia.org/wiki?curid=8734024,,,,,11
8734032,Simboli nella segnaletica verticale italiana,https://it.wikipedia.org/wiki?curid=8734032,,,,,6
8734033,Ferro (famiglia),https://it.wikipedia.org/wiki?curid=8734033,,,,,20
8734036,Barbora Seemanová,https://it.wikipedia.org/wiki?curid=8734036,,,,,1
8734041,Giacinto Agnello,https://it.wikipedia.org/wiki?curid=8734041,,,,,11
8734049,Terrence Metcalf,https://it.wikipedia.org/wiki?curid=8734049,,,,,5
8734056,Chiesa di San Bartolomeo (Songavazzo),https://it.wikipedia.org/wiki?curid=8734056,,,,,20
8734072,Japan Studio,https://it.wikipedia.org/wiki?curid=8734072,,,,,1
8734079,Fudbalski klub Balkan,https://it.wikipedia.org/wiki?curid=8734079,,,,,2
